order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000003935,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=4
O000003936,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003930,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000003934,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000003942,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003927,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003928,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003938,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=4
O000003932,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000003923,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003914,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000003948,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004612,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=4
O000003944,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000003951,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000003954,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=7
O000003958,0,Medium,,Call verification,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=8
O000003957,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003959,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003940,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000003929,0,Medium,,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=2
O000000388,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000379,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=7
O000000378,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000376,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000380,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000000386,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003976,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003989,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000003985,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003977,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000003971,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003973,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000003970,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003956,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003966,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000003953,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000003965,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000003960,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003964,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000003955,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003943,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000003963,0,Medium,,Call verification,discount_pct=0.11; payment_failures=0; device_reuse=1; total_qty=2
O000000358,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000000359,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000375,0,Low,,Auto process,discount_pct=0.1; payment_failures=0; device_reuse=0; total_qty=4
O000000364,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000355,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000367,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000354,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000368,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000000366,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000374,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003982,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003975,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000003979,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000003983,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000003980,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000003972,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004015,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004007,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004000,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000004008,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004001,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004005,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004013,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000004014,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004002,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003981,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000003974,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000003978,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000003986,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000372,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000371,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000365,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000328,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000329,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000000338,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000000350,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000346,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000337,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000344,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000334,0,Low,,Auto process,discount_pct=0.2; payment_failures=0; device_reuse=1; total_qty=4
O000000330,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000331,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003995,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004017,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000003997,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004011,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004009,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000003994,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000336,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000326,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000000333,0,Low,,Auto process,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=3
O000000349,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000348,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000335,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000299,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000297,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000000301,0,Low,,Auto process,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=6
O000004038,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004046,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004042,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004004,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000347,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000341,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000343,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004028,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004047,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004026,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004043,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004030,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004048,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004033,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004027,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004021,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004020,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004054,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004031,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004024,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=10
O000004044,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004035,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000340,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=6
O000004078,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000004076,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004080,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004066,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=7
O000004073,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004067,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004064,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004062,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004061,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004072,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=8
O000004079,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=0; total_qty=5
O000004059,0,Medium,,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=3
O000004050,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004040,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004034,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004029,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000319,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=8
O000000304,0,Low,,Auto process,discount_pct=0.18; payment_failures=0; device_reuse=1; total_qty=6
O000000303,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000322,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000000309,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000294,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=6
O000000313,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000317,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000296,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000000324,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000000315,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=3
O000000312,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000310,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000000292,0,Low,,Auto process,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=9
O000004069,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004082,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000004101,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004093,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004092,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004084,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004109,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004108,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004100,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004105,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004085,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000316,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000320,0,Low,,Auto process,discount_pct=0.2; payment_failures=0; device_reuse=1; total_qty=2
O000000307,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000000283,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000271,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000269,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000000318,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000284,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000268,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000000285,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=3
O000000280,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000276,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000266,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000265,0,Low,,Auto process,discount_pct=0.11; payment_failures=0; device_reuse=1; total_qty=1
O000000277,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=5
O000004089,0,Medium,,Call verification,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=2
O000004098,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004086,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004099,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004097,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004088,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004090,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000004112,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000000241,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004613,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004616,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000258,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000252,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004136,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004126,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=0; total_qty=10
O000004123,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004119,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004120,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004127,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000286,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000288,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000287,0,Low,,Auto process,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=3
O000000291,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000264,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=3
O000004158,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000004164,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000004165,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004161,0,Medium,,Call verification,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=7
O000004159,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004168,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004128,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004115,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004135,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004117,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004131,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004116,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004130,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004124,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000256,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=4
O000000247,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000000260,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=4
O000000246,0,Low,,Auto process,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=1
O000000262,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000244,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=5
O000000254,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000253,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=5
O000000250,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000004146,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000004162,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004169,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=6
O000004151,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004140,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004167,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004163,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004170,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004144,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004187,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=7
O000004147,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004153,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004160,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004142,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004154,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004152,0,Medium,,Call verification,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=3
O000004141,0,Medium,,Call verification,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=9
O000004149,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004143,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000257,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000245,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000249,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=5
O000000251,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000000263,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000261,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000226,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000229,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000239,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000230,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000221,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000219,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004177,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004178,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004186,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004171,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004185,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004179,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004184,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004195,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004182,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004202,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000004230,0,Medium,,Call verification,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=4
O000004226,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004217,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004188,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004200,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004183,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004201,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004196,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004190,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=9
O000004175,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004192,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=7
O000000234,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000222,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000216,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
